Date,FCR-N Pris (EUR/MW),FCR-D upp Pris (EUR/MW),FCR-D ned Pris (EUR/MW),aFRR UP_FI,aFRR DOWN_FI,mFRR UP_FI,mFRR DOWN_FI,,SPOT_FI,Hydro (GWh),,month,year,day
29/02/2024 20:00,60,10,17,13,48.3,5.92,4,,6.5,,,2,2024,29
29/02/2024 21:00,70,3.99,17,15,44.6,5.92,4,,2.86,,,2,2024,29
29/02/2024 22:00,102.01,1.19,85,12.34,45.1,6,6,,0.32,,,2,2024,29
29/02/2024 23:00,105,1,85,12,43.3,6,6.6,,0,,,2,2024,29
01/03/2024 00:00,90,1,85,0,0,6,6.6,,-0.02,,,3,2024,1
01/03/2024 01:00,90,1,85,0,0,6,6.6,,0,,,3,2024,1
01/03/2024 02:00,80,1,112,0,0,6,6.6,,0,,,3,2024,1
01/03/2024 03:00,80,0.9,112,0,0,6,7,,0,,,3,2024,1
01/03/2024 04:00,80,1,46,12.1,41.8,6,7,,0,,,3,2024,1
01/03/2024 05:00,90,1.67,25,14,34.5,6,9.46,,0.01,,,3,2024,1
01/03/2024 06:00,90,2.06,25,15,33.5,5.92,9.46,,20.46,,,3,2024,1
01/03/2024 07:00,80,2.06,17,16,41,5.92,9.46,,23,,,3,2024,1
01/03/2024 08:00,80,0,13,14.5,32.9,6,9.46,,25.97,,,3,2024,1
01/03/2024 09:00,70,0,17,11.78,28.1,5.91,9.46,,27.99,,,3,2024,1
01/03/2024 10:00,80,1,17,12,26.7,5.91,9.46,,30.02,,,3,2024,1
01/03/2024 11:00,80,2,17,12,30,5.91,10,,29.78,,,3,2024,1
01/03/2024 12:00,80,1.67,13,11.9,31.6,5.92,10,,30,,,3,2024,1
01/03/2024 13:00,80,1.09,8,12,29.8,5.92,10,,30.98,,,3,2024,1
01/03/2024 14:00,105,8,5,12,34,5.92,11,,30.97,,,3,2024,1
01/03/2024 15:00,80,27,5,12,30,5.91,10,,29.65,,,3,2024,1
01/03/2024 16:00,60,50,5,14.31,30,5.91,9.46,,28,,,3,2024,1
01/03/2024 17:00,70,42,13,14,38.7,5.91,9.46,,25.99,,,3,2024,1
01/03/2024 18:00,80,42,13,13.7,38.1,5.91,9.46,,26.71,,,3,2024,1
01/03/2024 19:00,80,42,32,12,34.5,5.92,9.46,,29.46,,,3,2024,1
01/03/2024 20:00,80,14.8,32,10.9,49,5.92,9.46,,29.1,,,3,2024,1
01/03/2024 21:00,90,8,46,11,49,5.93,7.7,,26.58,,,3,2024,1
01/03/2024 22:00,90,3.99,36,10.9,46,6,7.7,,26.39,,,3,2024,1
01/03/2024 23:00,32,1.43,46,11.1,38.2,6,2,,26.78,,,3,2024,1
02/03/2024 00:00,33.8,1.2,46,0,0,6,2,,25.95,,,3,2024,2
02/03/2024 01:00,40,1.54,32,0,0,6,2,,31.17,,,3,2024,2
02/03/2024 02:00,31.7,1.6,25,0,0,6,2,,33.1,,,3,2024,2
02/03/2024 03:00,60,2.46,25,0,0,6,2,,34.68,,,3,2024,2
02/03/2024 04:00,31.4,1.6,25,10.5,30,6,2,,35.43,,,3,2024,2
